"","Gene","Tratamiento","Tejido","Estres","Tiempo","Replica","Expresion_TPM"
"4362","Gene_023","DrugA","Cerebro","Bajo","72h",26,4.28546855445005
"4363","Gene_129","DrugB","Rinon","Bajo","48h",13,6.70509621928207
"4364","Gene_004","DrugB","Musculo","Alto","48h",7,11.7005049249113
"4365","Gene_131","DrugB","Cerebro","Bajo","24h",20,8.0241137717627
"4366","Gene_189","DrugB","Higado","Bajo","24h",27,3.5310173246095
"4367","Gene_078","DrugB","Musculo","Medio","24h",21,8.22670580143823
"4368","Gene_061","DrugA","Musculo","Medio","48h",15,10.8719260148376
"4369","Gene_069","Control","Rinon","Medio","72h",11,6.59973234218702
"4370","Gene_144","DrugA","Rinon","Alto","72h",15,8.92761406226923
"4371","Gene_172","RNAi","Higado","Alto","24h",27,9.5869754704394
"4372","Gene_092","DrugB","Musculo","Bajo","24h",23,4.82816854202466
"4373","Gene_126","RNAi","Rinon","Medio","24h",3,NA
"4374","Gene_159","DrugB","Rinon","Alto","48h",12,4.01878583031196
"4375","Gene_069","CRISPR","Cerebro","Alto","72h",2,7.64923543738635
"4376","Gene_003","CRISPR","Cerebro","Medio","48h",5,7.13552995562608
"4377","Gene_096","RNAi","Rinon","Bajo","72h",13,6.90554447810665
"4378","Gene_047","CRISPR","Higado","Alto","48h",25,13.4625840221781
"4379","Gene_118","DrugB","Higado","Bajo","24h",10,21.5595349720117
"4380","Gene_067","CRISPR","Cerebro","Alto","48h",19,7.14625481580974
"4381","Gene_143","CRISPR","Higado","Bajo","48h",22,8.38325437369018
"4382","Gene_187","DrugB","Musculo","Medio","48h",26,13.5469463319949
"4383","Gene_136","Control","Musculo","Medio","48h",9,4.48523332162452
"4384","Gene_132","Control","Musculo","Medio","72h",6,5.63800611607257
"4385","Gene_118","CRISPR","Rinon","Bajo","48h",21,5.39220639598679
"4386","Gene_048","Control","Rinon","Medio","72h",20,5.42635126278062
"4387","Gene_141","Control","Rinon","Bajo","72h",26,NA
"4388","Gene_103","RNAi","Cerebro","Bajo","72h",6,5.93160660929733
"4389","Gene_103","DrugA","Rinon","Alto","48h",1,3.71886918286757
"4390","Gene_074","Control","Rinon","Bajo","48h",20,5.63293120694001
"4391","Gene_007","DrugB","Musculo","Alto","24h",20,18.4365150844145
"4392","Gene_002","DrugA","Cerebro","Alto","24h",2,10.3960079628471
"4393","Gene_071","RNAi","Musculo","Alto","24h",9,3.39900598762164
"4394","Gene_027","CRISPR","Rinon","Bajo","48h",27,NA
"4395","Gene_188","CRISPR","Musculo","Medio","24h",6,6.34206862321203
"4396","Gene_175","RNAi","Cerebro","Medio","48h",28,9.67795358373561
"4397","Gene_194","DrugB","Rinon","Alto","24h",25,6.66943553385548
"4398","Gene_001","DrugB","Cerebro","Alto","72h",20,4.32162527968101
"4399","Gene_150","Control","Musculo","Alto","48h",17,8.75719884221623
"4400","Gene_110","Control","Cerebro","Alto","24h",17,17.5332908817501
"4401","Gene_164","DrugA","Higado","Alto","24h",26,8.14310509173913
"4402","Gene_047","DrugB","Higado","Medio","24h",23,12.5038243463029
"4403","Gene_033","DrugA","Cerebro","Alto","72h",1,8.2483084598559
"4404","Gene_095","Control","Cerebro","Alto","24h",23,5.25839524725561
"4405","Gene_109","CRISPR","Cerebro","Bajo","72h",6,4.26058030008458
"4406","Gene_159","DrugA","Rinon","Bajo","24h",21,2.95046769079815
"4407","Gene_047","DrugB","Musculo","Alto","48h",17,10.7617184854183
"4408","Gene_084","DrugB","Higado","Bajo","24h",25,20.2539154004518
"4409","Gene_073","Control","Higado","Alto","48h",4,9.12107106194421
"4410","Gene_073","Control","Musculo","Medio","72h",13,11.5682986683913
"4411","Gene_092","DrugB","Higado","Alto","72h",21,20.5880570333725
"4412","Gene_086","DrugB","Rinon","Bajo","72h",14,9.55339837275497
"4413","Gene_189","Control","Higado","Bajo","72h",9,6.45846476377147
"4414","Gene_019","DrugA","Rinon","Bajo","72h",8,21.405197301369
"4415","Gene_106","CRISPR","Cerebro","Bajo","24h",16,3.34032998079098
"4416","Gene_035","RNAi","Higado","Bajo","24h",23,NA
"4417","Gene_033","DrugB","Higado","Medio","48h",22,5.71207180100803
"4418","Gene_026","CRISPR","Higado","Alto","72h",28,5.24363408813807
"4419","Gene_108","RNAi","Musculo","Alto","24h",4,5.73894437385603
"4420","Gene_191","DrugB","Cerebro","Bajo","48h",5,5.83266533109205
"4421","Gene_044","DrugA","Cerebro","Medio","48h",1,6.58633174198941
"4422","Gene_010","DrugB","Cerebro","Alto","24h",22,9.28902128129123
"4423","Gene_009","RNAi","Higado","Alto","72h",9,6.81211521999984
"4424","Gene_079","CRISPR","Higado","Alto","48h",3,5.7812490367083
"4425","Gene_071","DrugA","Musculo","Medio","72h",9,8.86973559387103
"4426","Gene_052","RNAi","Cerebro","Medio","72h",24,1.9718655537937
"4427","Gene_056","DrugA","Higado","Medio","24h",25,4.18846227573258
"4428","Gene_188","RNAi","Higado","Alto","24h",15,9.04299592190294
"4429","Gene_171","CRISPR","Higado","Bajo","24h",6,5.7317992601654
"4430","Gene_085","DrugA","Higado","Medio","72h",27,7.79792937346907
"4431","Gene_066","DrugB","Higado","Bajo","24h",16,5.81036729169189
"4432","Gene_080","CRISPR","Cerebro","Bajo","48h",1,8.66482771059345
"4433","Gene_151","RNAi","Cerebro","Bajo","48h",27,16.4341645832873
"4434","Gene_010","Control","Higado","Medio","24h",16,4.4400526651414
"4435","Gene_040","CRISPR","Rinon","Medio","24h",28,4.70138906696453
"4436","Gene_066","CRISPR","Rinon","Bajo","24h",23,3.7396341844726
"4437","Gene_029","CRISPR","Musculo","Bajo","72h",7,4.5346743763878
"4438","Gene_104","RNAi","Cerebro","Medio","72h",12,11.5665254392921
"4439","Gene_059","DrugA","Rinon","Medio","24h",23,10.5226314235513
"4440","Gene_176","DrugA","Cerebro","Medio","72h",16,7.27111899143701
"4441","Gene_085","DrugA","Cerebro","Medio","72h",7,11.6805879705038
"4442","Gene_138","Control","Cerebro","Alto","24h",11,5.30310222592265
"4443","Gene_010","CRISPR","Cerebro","Bajo","72h",29,5.7933089641042
"4444","Gene_118","RNAi","Rinon","Medio","24h",13,4.86759842988883
"4445","Gene_192","Control","Musculo","Alto","24h",16,5.3477272999692
"4446","Gene_110","CRISPR","Higado","Medio","24h",28,11.858375469219
"4447","Gene_102","DrugA","Cerebro","Alto","72h",17,10.9870603479701
"4448","Gene_114","CRISPR","Higado","Alto","48h",5,6.152138519719
"4449","Gene_035","DrugB","Rinon","Bajo","24h",19,7.62016386406992
"4450","Gene_195","RNAi","Rinon","Alto","72h",27,20.6919460522962
"4451","Gene_060","DrugB","Higado","Alto","72h",14,5.48664068861559
"4452","Gene_001","DrugA","Musculo","Medio","24h",26,9.28648078811247
"4453","Gene_014","DrugB","Rinon","Alto","72h",12,11.6423106603506
"4454","Gene_040","CRISPR","Higado","Alto","72h",17,NA
"4455","Gene_199","Control","Rinon","Medio","72h",8,7.28659921750782
"4456","Gene_059","RNAi","Musculo","Medio","72h",14,9.55700239208952
"4457","Gene_021","DrugB","Musculo","Alto","48h",29,3.44644829640203
"4458","Gene_002","RNAi","Higado","Bajo","72h",17,9.48622868947179
"4459","Gene_175","RNAi","Cerebro","Alto","72h",13,15.0212358070469
"4460","Gene_163","DrugA","Cerebro","Medio","48h",12,4.88237824421832
"4461","Gene_015","DrugB","Rinon","Alto","72h",8,8.03903719650234
"4462","Gene_031","DrugA","Higado","Medio","24h",9,9.12409691631109
"4463","Gene_164","DrugB","Cerebro","Medio","72h",9,16.4528424111242
"4464","Gene_021","RNAi","Higado","Alto","72h",19,10.2678632307958
"4465","Gene_023","DrugA","Musculo","Bajo","24h",13,13.2700883606553
"4466","Gene_158","RNAi","Higado","Bajo","24h",24,10.8963066777053
"4467","Gene_117","DrugB","Musculo","Medio","24h",11,15.8631040691029
"4468","Gene_150","DrugA","Rinon","Medio","48h",10,5.46451632591364
"4469","Gene_193","CRISPR","Cerebro","Alto","24h",20,26.1326621482138
"4470","Gene_139","CRISPR","Musculo","Alto","24h",18,13.5183059937899
"4471","Gene_191","RNAi","Musculo","Alto","72h",18,6.17723104813177
"4472","Gene_184","DrugB","Rinon","Alto","48h",1,10.8278702406538
"4473","Gene_083","DrugA","Musculo","Bajo","72h",8,10.1310063570445
"4474","Gene_050","Control","Rinon","Alto","24h",7,5.99691924379918
"4475","Gene_180","Control","Rinon","Bajo","48h",24,10.5338951674602
"4476","Gene_016","CRISPR","Cerebro","Alto","72h",3,4.75995993784474
"4477","Gene_003","CRISPR","Cerebro","Bajo","24h",9,NA
"4478","Gene_073","DrugA","Musculo","Medio","48h",18,6.09435781386864
"4479","Gene_126","CRISPR","Higado","Alto","72h",5,10.8729777479976
"4480","Gene_141","DrugB","Higado","Alto","72h",23,9.8045132037775
"4481","Gene_142","Control","Rinon","Alto","24h",23,5.01015235563991
"4482","Gene_053","Control","Cerebro","Alto","24h",19,3.87034318296805
"4483","Gene_102","Control","Rinon","Alto","72h",20,4.01461393553875
"4484","Gene_173","Control","Rinon","Bajo","24h",5,11.0621176961571
"4485","Gene_040","RNAi","Musculo","Medio","24h",22,6.83186859675578
"4486","Gene_056","DrugB","Musculo","Alto","24h",24,12.0739144442197
"4487","Gene_136","DrugB","Musculo","Medio","48h",14,5.98563307942268
"4488","Gene_001","DrugA","Rinon","Bajo","48h",8,12.093491542877
"4489","Gene_011","DrugA","Cerebro","Bajo","24h",4,7.1629629643955
"4490","Gene_150","DrugB","Cerebro","Bajo","24h",26,8.47834059815817
"4491","Gene_083","DrugB","Musculo","Medio","48h",19,4.74653392522593
"4492","Gene_070","DrugA","Higado","Bajo","48h",7,3.9031056217461
"4493","Gene_196","CRISPR","Musculo","Medio","72h",7,NA
"4494","Gene_047","DrugB","Rinon","Alto","24h",24,13.5983248525884
"4495","Gene_104","DrugB","Higado","Alto","24h",16,14.3022262452548
"4496","Gene_120","RNAi","Musculo","Bajo","48h",13,4.31692316827423
"4497","Gene_125","RNAi","Higado","Bajo","72h",28,5.1852870415398
"4498","Gene_037","DrugA","Rinon","Alto","72h",20,3.18021522107075
"4499","Gene_196","Control","Higado","Alto","72h",18,14.2054023918067
"4500","Gene_088","RNAi","Rinon","Bajo","48h",14,7.67482256753798
"4501","Gene_116","DrugB","Cerebro","Medio","72h",28,5.14644756528972
"4502","Gene_170","CRISPR","Musculo","Bajo","48h",24,11.431591085564
"4503","Gene_089","CRISPR","Rinon","Alto","48h",10,5.14121250982402
"4504","Gene_093","RNAi","Cerebro","Medio","72h",24,9.33503896415782
"4505","Gene_182","DrugB","Musculo","Bajo","72h",16,4.33781921530078
"4506","Gene_054","Control","Rinon","Medio","24h",12,7.89334283760031
"4507","Gene_124","DrugA","Musculo","Alto","72h",20,15.6095406769288
"4508","Gene_163","Control","Higado","Medio","48h",5,3.47816578899148
"4509","Gene_060","DrugB","Rinon","Alto","24h",27,10.5675037507483
"4510","Gene_131","RNAi","Higado","Alto","24h",4,19.9064391660339
"4511","Gene_044","CRISPR","Cerebro","Bajo","24h",13,13.1126311582806
"4512","Gene_018","DrugA","Rinon","Alto","24h",1,11.3218861113186
"4513","Gene_006","RNAi","Cerebro","Bajo","48h",11,4.85991109700774
"4514","Gene_076","DrugB","Cerebro","Bajo","24h",16,5.18467432104753
"4515","Gene_100","Control","Cerebro","Medio","48h",6,12.7397695473543
"4516","Gene_180","DrugB","Higado","Alto","48h",26,13.2914225217248
"4517","Gene_035","DrugB","Cerebro","Bajo","72h",5,5.32623138840692
"4518","Gene_034","Control","Rinon","Bajo","72h",6,6.01754909348412
"4519","Gene_032","Control","Higado","Alto","24h",11,10.3908538912719
"4520","Gene_035","DrugB","Rinon","Alto","48h",1,5.03834436726649
"4521","Gene_095","DrugB","Cerebro","Medio","48h",11,22.5761765947871
"4522","Gene_103","Control","Cerebro","Medio","24h",21,5.67226400735566
"4523","Gene_028","DrugA","Cerebro","Alto","48h",20,5.71867206709573
"4524","Gene_124","CRISPR","Rinon","Alto","48h",15,5.43779535761859
"4525","Gene_056","CRISPR","Rinon","Alto","72h",19,6.05085594505295
"4526","Gene_131","RNAi","Higado","Medio","24h",27,13.1929124157918
"4527","Gene_035","DrugA","Cerebro","Bajo","48h",26,20.6223105614123
"4528","Gene_046","RNAi","Cerebro","Alto","24h",29,7.68228041893076
"4529","Gene_024","DrugA","Rinon","Medio","48h",14,3.01548156448809
"4530","Gene_194","DrugA","Musculo","Medio","72h",27,11.2905838856135
"4531","Gene_034","RNAi","Rinon","Alto","72h",13,15.744021949172
"4532","Gene_153","Control","Rinon","Medio","24h",29,13.4445480791932
"4533","Gene_183","Control","Rinon","Medio","72h",23,4.18886306918604
"4534","Gene_084","DrugA","Cerebro","Bajo","72h",24,4.64764287177036
"4535","Gene_161","Control","Cerebro","Bajo","24h",16,6.204036446775
"4536","Gene_069","Control","Musculo","Alto","24h",2,5.24181140387548
"4537","Gene_146","CRISPR","Cerebro","Bajo","48h",8,4.14663219378963
"4538","Gene_153","CRISPR","Cerebro","Alto","72h",22,5.47688014703734
"4539","Gene_176","DrugA","Cerebro","Bajo","72h",8,5.01302167921904
"4540","Gene_130","DrugB","Musculo","Alto","72h",27,2.38263416546312
"4541","Gene_181","DrugB","Rinon","Alto","72h",16,5.43948362368882
"4542","Gene_084","DrugA","Rinon","Alto","48h",13,11.4487926377529
"4543","Gene_166","Control","Cerebro","Alto","48h",13,7.46281219952764
"4544","Gene_160","Control","Higado","Bajo","72h",11,3.38541245874613
"4545","Gene_131","Control","Cerebro","Medio","72h",28,13.2230801448639
"4546","Gene_163","RNAi","Musculo","Alto","72h",16,2.81577461428742
"4547","Gene_103","CRISPR","Higado","Alto","48h",18,5.17483870722097
"4548","Gene_177","DrugB","Rinon","Medio","72h",4,11.6816136628091
"4549","Gene_196","Control","Cerebro","Medio","24h",2,1.81874425625265
"4550","Gene_083","RNAi","Musculo","Medio","48h",12,10.2000894885546
"4551","Gene_044","Control","Cerebro","Bajo","72h",16,NA
"4552","Gene_022","RNAi","Musculo","Alto","48h",1,11.5039314276284
"4553","Gene_139","DrugB","Musculo","Medio","24h",14,6.26185982226327
"4554","Gene_030","RNAi","Musculo","Bajo","72h",9,7.7448979206344
"4555","Gene_073","DrugB","Higado","Medio","24h",14,6.99627639035634
"4556","Gene_177","RNAi","Higado","Medio","24h",27,6.89449059924891
"4557","Gene_077","CRISPR","Higado","Bajo","72h",16,14.5439476140704
"4558","Gene_031","DrugA","Musculo","Bajo","72h",19,14.8668573872058
"4559","Gene_019","CRISPR","Cerebro","Bajo","72h",28,13.375400738398
"4560","Gene_107","CRISPR","Higado","Bajo","48h",9,3.98658775467575
"4561","Gene_055","DrugB","Musculo","Medio","72h",20,3.6383137361057
"4562","Gene_002","CRISPR","Musculo","Bajo","24h",17,6.65710628658341
"4563","Gene_030","CRISPR","Higado","Medio","24h",13,7.0086051054288
"4564","Gene_158","DrugB","Cerebro","Medio","72h",29,16.4028848180673
"4565","Gene_175","RNAi","Higado","Alto","24h",2,8.17171264020614
"4566","Gene_019","Control","Rinon","Alto","72h",25,10.9505513301746
"4567","Gene_034","DrugA","Rinon","Bajo","24h",13,14.5704299644325
"4568","Gene_004","DrugB","Higado","Bajo","48h",21,3.37145688780541
"4569","Gene_179","DrugB","Musculo","Alto","24h",7,8.13567371375227
"4570","Gene_064","Control","Higado","Bajo","48h",6,8.79486966521612
"4571","Gene_094","DrugB","Cerebro","Bajo","72h",21,8.93378133123042
"4572","Gene_061","Control","Rinon","Medio","24h",29,6.04256003927181
"4573","Gene_048","Control","Cerebro","Alto","24h",30,6.57568927720003
"4574","Gene_016","CRISPR","Cerebro","Alto","48h",27,4.32592276583007
"4575","Gene_023","CRISPR","Rinon","Alto","24h",15,9.17294800735815
"4576","Gene_182","DrugB","Cerebro","Bajo","72h",25,9.03573415465484
"4577","Gene_091","Control","Cerebro","Bajo","24h",9,5.15599644409395
"4578","Gene_029","CRISPR","Musculo","Alto","72h",20,10.9831145597455
"4579","Gene_174","Control","Rinon","Medio","72h",14,6.2645657564424
"4580","Gene_179","DrugA","Musculo","Bajo","24h",20,9.32311828614424
"4581","Gene_073","Control","Cerebro","Alto","24h",24,8.90295286221467
"4582","Gene_146","DrugA","Rinon","Bajo","72h",7,13.0196093647083
"4583","Gene_067","RNAi","Musculo","Alto","72h",7,7.73605893048924
"4584","Gene_060","DrugB","Musculo","Alto","72h",1,5.3933886331032
"4585","Gene_041","Control","Rinon","Medio","48h",7,5.48123189879116
"4586","Gene_061","Control","Musculo","Bajo","72h",17,NA
"4587","Gene_164","CRISPR","Rinon","Bajo","72h",19,10.3929356323753
"4588","Gene_133","DrugA","Musculo","Bajo","48h",20,4.9246270815398
"4589","Gene_056","RNAi","Musculo","Alto","24h",21,14.8133412305506
"4590","Gene_017","Control","Musculo","Alto","72h",26,7.34529748439853
"4591","Gene_027","Control","Cerebro","Medio","24h",11,4.72077311932199
"4592","Gene_097","RNAi","Musculo","Alto","72h",8,4.28905874898637
"4593","Gene_003","DrugB","Cerebro","Alto","48h",28,16.1325713958178
"4594","Gene_024","Control","Cerebro","Medio","24h",6,21.2379857077868
"4595","Gene_070","DrugB","Cerebro","Medio","72h",23,3.16667787865192
"4596","Gene_012","RNAi","Cerebro","Alto","72h",3,8.89666867136837
"4597","Gene_199","RNAi","Musculo","Alto","24h",5,12.1991658354653
"4598","Gene_116","RNAi","Cerebro","Bajo","48h",19,8.6696703138144
"4599","Gene_022","DrugA","Rinon","Alto","48h",16,11.1522141140274
"4600","Gene_071","Control","Musculo","Alto","24h",1,11.6805037297308
"4601","Gene_109","DrugA","Higado","Alto","24h",17,13.5972623150665
"4602","Gene_163","DrugA","Higado","Medio","48h",9,4.74397012095343
"4603","Gene_127","RNAi","Higado","Alto","48h",12,15.7583816421527
"4604","Gene_077","Control","Musculo","Bajo","72h",26,10.5915696834311
"4605","Gene_058","Control","Cerebro","Medio","72h",17,5.83869303722633
"4606","Gene_178","DrugA","Musculo","Medio","48h",28,12.8904869113188
"4607","Gene_039","RNAi","Cerebro","Medio","48h",28,5.74266190247265
"4608","Gene_191","CRISPR","Rinon","Alto","48h",15,5.18492815701459
"4609","Gene_124","CRISPR","Higado","Alto","72h",9,7.47232550418721
"4610","Gene_023","CRISPR","Higado","Bajo","72h",30,6.62152965786666
"4611","Gene_097","DrugB","Higado","Medio","48h",1,18.3282915820978
"4612","Gene_172","RNAi","Musculo","Bajo","48h",17,12.1202385786479
"4613","Gene_012","Control","Higado","Alto","48h",14,17.2597005461435
"4614","Gene_098","CRISPR","Musculo","Alto","24h",14,14.2461340913784
"4615","Gene_188","DrugB","Cerebro","Bajo","48h",22,5.39261433618998
"4616","Gene_020","DrugA","Cerebro","Bajo","24h",7,6.18240690169288
"4617","Gene_152","DrugA","Cerebro","Medio","48h",15,3.73791112318776
"4618","Gene_153","Control","Musculo","Alto","48h",19,8.97212034263692
"4619","Gene_108","Control","Cerebro","Bajo","48h",18,9.0481496603493
"4620","Gene_073","DrugB","Higado","Alto","72h",9,11.7261278292016
"4621","Gene_007","RNAi","Cerebro","Medio","48h",3,4.54121050814671
"4622","Gene_133","DrugB","Musculo","Bajo","48h",29,4.06985202803883
"4623","Gene_136","CRISPR","Rinon","Bajo","24h",16,5.85803325762652
"4624","Gene_056","DrugB","Rinon","Medio","72h",13,7.67680328881059
"4625","Gene_009","RNAi","Musculo","Medio","24h",4,10.1609704890063
"4626","Gene_167","DrugA","Musculo","Medio","48h",27,6.89216511768881
"4627","Gene_040","CRISPR","Rinon","Medio","24h",13,8.78797302130469
"4628","Gene_048","RNAi","Higado","Medio","48h",20,12.659112021111
"4629","Gene_186","CRISPR","Musculo","Alto","72h",24,1.83984034084896
"4630","Gene_150","CRISPR","Higado","Bajo","24h",23,8.29275080979618
"4631","Gene_030","CRISPR","Musculo","Bajo","24h",17,4.84546362474792
"4632","Gene_069","Control","Musculo","Bajo","72h",14,11.6262826081301
"4633","Gene_074","Control","Higado","Alto","72h",12,3.99618423831624
"4634","Gene_062","DrugB","Higado","Bajo","48h",11,5.00119764460668
"4635","Gene_018","DrugA","Musculo","Alto","72h",6,6.33132466075756
"4636","Gene_045","CRISPR","Higado","Medio","24h",2,7.60989272477205
"4637","Gene_110","RNAi","Musculo","Bajo","24h",26,2.66701043400938
"4638","Gene_036","DrugB","Rinon","Alto","24h",20,17.0526852648356
"4639","Gene_008","DrugB","Cerebro","Alto","48h",3,12.8108122461482
"4640","Gene_164","DrugA","Cerebro","Alto","24h",21,3.69543599415968
"4641","Gene_072","CRISPR","Musculo","Bajo","48h",10,7.2415922455469
"4642","Gene_057","DrugB","Rinon","Alto","72h",27,5.66847127564946
"4643","Gene_032","Control","Musculo","Medio","48h",26,24.1802444589272
"4644","Gene_121","CRISPR","Rinon","Bajo","24h",11,25.2913499789873
